areaCode,areaName,areaType,date,cumCasesByPublishDate,cumPeopleVaccinatedFirstDoseByVaccinationDate,cumPeopleVaccinatedSecondDoseByVaccinationDate,cumPeopleVaccinatedThirdInjectionByVaccinationDate
E06000023,"Bristol, City of",utla,2020-10-05,2050,,,
E06000023,"Bristol, City of",utla,2020-10-04,2009,,,
E06000023,"Bristol, City of",utla,2020-10-03,1920,,,
E06000023,"Bristol, City of",utla,2020-10-02,1867,,,
E06000023,"Bristol, City of",utla,2020-10-01,1857,,,
E06000023,"Bristol, City of",utla,2020-09-30,1847,,,
E06000023,"Bristol, City of",utla,2020-09-29,1836,,,
E06000023,"Bristol, City of",utla,2020-09-28,1816,,,
E06000023,"Bristol, City of",utla,2020-09-27,1811,,,
E06000023,"Bristol, City of",utla,2020-09-26,1795,,,
E06000023,"Bristol, City of",utla,2020-09-25,1776,,,
E06000023,"Bristol, City of",utla,2020-09-24,1760,,,
E06000023,"Bristol, City of",utla,2020-09-23,1748,,,
E06000023,"Bristol, City of",utla,2020-09-22,1729,,,
E06000023,"Bristol, City of",utla,2020-09-21,1708,,,
E06000023,"Bristol, City of",utla,2020-09-20,1694,,,
E06000023,"Bristol, City of",utla,2020-09-19,1687,,,
E06000023,"Bristol, City of",utla,2020-09-18,1681,,,
E06000023,"Bristol, City of",utla,2020-09-17,1668,,,
E06000023,"Bristol, City of",utla,2020-09-16,1661,,,
E06000023,"Bristol, City of",utla,2020-09-15,1656,,,
E06000023,"Bristol, City of",utla,2020-09-14,1650,,,
E06000023,"Bristol, City of",utla,2020-09-13,1644,,,
E06000023,"Bristol, City of",utla,2020-09-12,1637,,,
E06000023,"Bristol, City of",utla,2020-09-11,1625,,,
E06000023,"Bristol, City of",utla,2020-09-10,1606,,,
E06000023,"Bristol, City of",utla,2020-09-09,1592,,,
E06000023,"Bristol, City of",utla,2020-09-08,1576,,,
E06000023,"Bristol, City of",utla,2020-09-07,1571,,,
E06000023,"Bristol, City of",utla,2020-09-06,1556,,,
E06000023,"Bristol, City of",utla,2020-09-05,1545,,,
E06000023,"Bristol, City of",utla,2020-09-04,1537,,,
E06000023,"Bristol, City of",utla,2020-09-03,1526,,,
E06000023,"Bristol, City of",utla,2020-09-02,1511,,,
E06000023,"Bristol, City of",utla,2020-09-01,1504,,,
E06000023,"Bristol, City of",utla,2020-08-31,1496,,,
E06000023,"Bristol, City of",utla,2020-08-30,1491,,,
E06000023,"Bristol, City of",utla,2020-08-29,1484,,,
E06000023,"Bristol, City of",utla,2020-08-28,1480,,,
E06000023,"Bristol, City of",utla,2020-08-27,1473,,,
E06000023,"Bristol, City of",utla,2020-08-26,1467,,,
E06000023,"Bristol, City of",utla,2020-08-25,1463,,,
E06000023,"Bristol, City of",utla,2020-08-24,1448,,,
E06000023,"Bristol, City of",utla,2020-08-23,1442,,,
E06000023,"Bristol, City of",utla,2020-08-22,1440,,,
E06000023,"Bristol, City of",utla,2020-08-21,1427,,,
E06000023,"Bristol, City of",utla,2020-08-20,1423,,,
E06000023,"Bristol, City of",utla,2020-08-19,1412,,,
E06000023,"Bristol, City of",utla,2020-08-18,1407,,,
E06000023,"Bristol, City of",utla,2020-08-17,1401,,,
E06000023,"Bristol, City of",utla,2020-08-16,1397,,,
E06000023,"Bristol, City of",utla,2020-08-15,1388,,,
E06000023,"Bristol, City of",utla,2020-08-14,1384,,,
E06000023,"Bristol, City of",utla,2020-08-13,1368,,,
E06000023,"Bristol, City of",utla,2020-08-12,1368,,,
E06000023,"Bristol, City of",utla,2020-08-11,1367,,,
E06000023,"Bristol, City of",utla,2020-08-10,1362,,,
E06000023,"Bristol, City of",utla,2020-08-09,1355,,,
E06000023,"Bristol, City of",utla,2020-08-08,1353,,,
E06000023,"Bristol, City of",utla,2020-08-07,1350,,,
E06000023,"Bristol, City of",utla,2020-08-06,1350,,,
E06000023,"Bristol, City of",utla,2020-08-05,1348,,,
E06000023,"Bristol, City of",utla,2020-08-04,1346,,,
E06000023,"Bristol, City of",utla,2020-08-03,1346,,,
E06000023,"Bristol, City of",utla,2020-08-02,1344,,,
E06000023,"Bristol, City of",utla,2020-08-01,1343,,,
E06000023,"Bristol, City of",utla,2020-07-31,1339,,,
E06000023,"Bristol, City of",utla,2020-07-30,1335,,,
E06000023,"Bristol, City of",utla,2020-07-29,1328,,,
E06000023,"Bristol, City of",utla,2020-07-28,1326,,,
E06000023,"Bristol, City of",utla,2020-07-27,1322,,,
E06000023,"Bristol, City of",utla,2020-07-26,1318,,,
E06000023,"Bristol, City of",utla,2020-07-25,1313,,,
E06000023,"Bristol, City of",utla,2020-07-24,1311,,,
E06000023,"Bristol, City of",utla,2020-07-23,1307,,,
E06000023,"Bristol, City of",utla,2020-07-22,1304,,,
E06000023,"Bristol, City of",utla,2020-07-21,1303,,,
E06000023,"Bristol, City of",utla,2020-07-20,1302,,,
E06000023,"Bristol, City of",utla,2020-07-19,1300,,,
E06000023,"Bristol, City of",utla,2020-07-18,1297,,,
E06000023,"Bristol, City of",utla,2020-07-17,1297,,,
E06000023,"Bristol, City of",utla,2020-07-16,1297,,,
E06000023,"Bristol, City of",utla,2020-07-15,1294,,,
E06000023,"Bristol, City of",utla,2020-07-14,1294,,,
E06000023,"Bristol, City of",utla,2020-07-13,1293,,,
E06000023,"Bristol, City of",utla,2020-07-12,1291,,,
E06000023,"Bristol, City of",utla,2020-07-11,1290,,,
E06000023,"Bristol, City of",utla,2020-07-10,1289,,,
E06000023,"Bristol, City of",utla,2020-07-09,1286,,,
E06000023,"Bristol, City of",utla,2020-07-08,1282,,,
E06000023,"Bristol, City of",utla,2020-07-07,1281,,,
E06000023,"Bristol, City of",utla,2020-07-06,1282,,,
E06000023,"Bristol, City of",utla,2020-07-05,1280,,,
E06000023,"Bristol, City of",utla,2020-07-04,1278,,,
E06000023,"Bristol, City of",utla,2020-07-03,1277,,,
E06000023,"Bristol, City of",utla,2020-07-02,1276,,,
E06000023,"Bristol, City of",utla,2020-07-01,1277,,,
E06000023,"Bristol, City of",utla,2020-06-30,726,,,
E06000023,"Bristol, City of",utla,2020-06-29,726,,,
E06000023,"Bristol, City of",utla,2020-06-28,725,,,
E06000023,"Bristol, City of",utla,2020-06-27,725,,,
E06000023,"Bristol, City of",utla,2020-06-26,725,,,
E06000023,"Bristol, City of",utla,2020-06-25,722,,,
E06000023,"Bristol, City of",utla,2020-06-24,722,,,
E06000023,"Bristol, City of",utla,2020-06-23,722,,,
E06000023,"Bristol, City of",utla,2020-06-22,722,,,
E06000023,"Bristol, City of",utla,2020-06-21,722,,,
E06000023,"Bristol, City of",utla,2020-06-20,722,,,
E06000023,"Bristol, City of",utla,2020-06-19,722,,,
E06000023,"Bristol, City of",utla,2020-06-18,721,,,
E06000023,"Bristol, City of",utla,2020-06-17,720,,,
E06000023,"Bristol, City of",utla,2020-06-16,720,,,
E06000023,"Bristol, City of",utla,2020-06-15,719,,,
E06000023,"Bristol, City of",utla,2020-06-14,719,,,
E06000023,"Bristol, City of",utla,2020-06-13,717,,,
E06000023,"Bristol, City of",utla,2020-06-12,715,,,
E06000023,"Bristol, City of",utla,2020-06-11,714,,,
E06000023,"Bristol, City of",utla,2020-06-10,714,,,
E06000023,"Bristol, City of",utla,2020-06-09,714,,,
E06000023,"Bristol, City of",utla,2020-06-08,712,,,
E06000023,"Bristol, City of",utla,2020-06-07,711,,,
E06000023,"Bristol, City of",utla,2020-06-06,711,,,
E06000023,"Bristol, City of",utla,2020-06-05,709,,,
E06000023,"Bristol, City of",utla,2020-06-04,708,,,
E06000023,"Bristol, City of",utla,2020-06-03,708,,,
E06000023,"Bristol, City of",utla,2020-06-02,706,,,
E06000023,"Bristol, City of",utla,2020-06-01,707,,,
E06000023,"Bristol, City of",utla,2020-05-31,704,,,
E06000023,"Bristol, City of",utla,2020-05-30,702,,,
E06000023,"Bristol, City of",utla,2020-05-29,701,,,
E06000023,"Bristol, City of",utla,2020-05-28,698,,,
E06000023,"Bristol, City of",utla,2020-05-27,698,,,
E06000023,"Bristol, City of",utla,2020-05-26,696,,,
E06000023,"Bristol, City of",utla,2020-05-25,694,,,
E06000023,"Bristol, City of",utla,2020-05-24,694,,,
E06000023,"Bristol, City of",utla,2020-05-23,693,,,
E06000023,"Bristol, City of",utla,2020-05-22,692,,,
E06000023,"Bristol, City of",utla,2020-05-21,691,,,
E06000023,"Bristol, City of",utla,2020-05-20,688,,,
E06000023,"Bristol, City of",utla,2020-05-19,687,,,
E06000023,"Bristol, City of",utla,2020-05-18,687,,,
E06000023,"Bristol, City of",utla,2020-05-17,687,,,
E06000023,"Bristol, City of",utla,2020-05-16,686,,,
E06000023,"Bristol, City of",utla,2020-05-15,682,,,
E06000023,"Bristol, City of",utla,2020-05-14,681,,,
E06000023,"Bristol, City of",utla,2020-05-13,679,,,
E06000023,"Bristol, City of",utla,2020-05-12,672,,,
E06000023,"Bristol, City of",utla,2020-05-11,672,,,
E06000023,"Bristol, City of",utla,2020-05-10,670,,,
E06000023,"Bristol, City of",utla,2020-05-09,667,,,
E06000023,"Bristol, City of",utla,2020-05-08,657,,,
E06000023,"Bristol, City of",utla,2020-05-07,651,,,
E06000023,"Bristol, City of",utla,2020-05-06,640,,,
E06000023,"Bristol, City of",utla,2020-05-05,634,,,
E06000023,"Bristol, City of",utla,2020-05-04,634,,,
E06000023,"Bristol, City of",utla,2020-05-03,626,,,
E06000023,"Bristol, City of",utla,2020-05-02,616,,,
E06000023,"Bristol, City of",utla,2020-05-01,608,,,
E06000023,"Bristol, City of",utla,2020-04-30,601,,,
E06000023,"Bristol, City of",utla,2020-04-29,593,,,
E06000023,"Bristol, City of",utla,2020-04-28,584,,,
E06000023,"Bristol, City of",utla,2020-04-27,576,,,
E06000023,"Bristol, City of",utla,2020-04-26,571,,,
E06000023,"Bristol, City of",utla,2020-04-25,559,,,
E06000023,"Bristol, City of",utla,2020-04-24,543,,,
E06000023,"Bristol, City of",utla,2020-04-23,519,,,
E06000023,"Bristol, City of",utla,2020-04-22,496,,,
E06000023,"Bristol, City of",utla,2020-04-21,477,,,
E06000023,"Bristol, City of",utla,2020-04-20,469,,,
E06000023,"Bristol, City of",utla,2020-04-19,454,,,
E06000023,"Bristol, City of",utla,2020-04-18,438,,,
E06000023,"Bristol, City of",utla,2020-04-17,413,,,
E06000023,"Bristol, City of",utla,2020-04-16,374,,,
